level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
975,2020-03-18,J,Jacobs Engineering Group Inc.,sale_partial,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,79.43000030517578,84.19999694824219,0.06,77.37000274658203,-0.026,85.58000183105469,0.077,92.8000030517578,0.168,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
976,2020-03-18,JEF,Jefferies Financial Group Inc.,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,13.869999885559082,13.199999809265135,-0.048,13.449999809265135,-0.03,15.289999961853027,0.102,17.239999771118164,0.243,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
977,2020-03-10,JBT,John bean Technologies Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1583812800,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,81.43000030517578,80.30999755859375,-0.014,73.54000091552734,-0.097,74.66999816894531,-0.083,101.31999969482422,0.244,2882.22998046875,2749.97998046875,-0.046,2929.800048828125,0.017,3002.10009765625,0.042,3426.9599609375,0.189
978,2020-03-18,KEY,KeyCorp,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,8.159999847412111,10.8100004196167,0.325,10.710000038146973,0.313,13.350000381469727,0.636,12.359999656677244,0.515,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
979,2020-03-18,KIM,Kimco Realty Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,9.760000228881836,8.920000076293945,-0.086,10.40999984741211,0.067,12.720000267028807,0.303,11.65999984741211,0.195,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
980,2020-03-18,LB,"L Brands, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,9.789999961853027,13.779999732971193,0.408,12.770000457763672,0.304,14.479999542236328,0.479,28.0,1.86,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
981,2020-03-18,LH,Laboratory Corporation of America Holdings,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,107.76000213623048,148.52000427246094,0.378,167.08999633789062,0.551,162.35000610351562,0.507,181.47000122070312,0.684,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
982,2020-03-18,LVS,Las Vegas Sands Corp.,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,37.68000030517578,47.0099983215332,0.248,48.38999938964844,0.284,47.18999862670898,0.252,51.90999984741211,0.378,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
983,2020-03-18,LEN,Lennar Corporation Class A,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,30.920000076293945,42.93000030517578,0.388,56.599998474121094,0.831,60.18000030517578,0.946,77.4800033569336,1.506,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
984,2020-03-18,LNC,Lincoln National Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,19.739999771118164,29.65999984741211,0.503,36.400001525878906,0.844,39.599998474121094,1.006,34.43000030517578,0.744,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
985,2020-03-18,LIN,Linde plc Ordinary Share,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,157.50999450683594,188.5500030517578,0.197,192.25,0.221,208.0500030517578,0.321,250.1699981689453,0.588,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
986,2020-03-31,LAD,"Lithia Motors, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros,1585627200,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,81.79000091552734,110.55999755859376,0.352,122.76000213623048,0.501,155.49000549316406,0.901,218.19000244140625,1.668,2584.590087890625,2912.429931640625,0.127,3055.72998046875,0.182,3130.010009765625,0.211,3298.4599609375,0.276
987,2020-03-18,LYV,"Live Nation Entertainment, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,29.5,38.349998474121094,0.3,46.1500015258789,0.564,46.5099983215332,0.577,57.13999938964844,0.937,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
988,2020-03-18,L,Loews Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,34.59000015258789,36.13999938964844,0.045,31.649999618530273,-0.085,34.72999954223633,0.004,35.27000045776367,0.02,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
989,2020-03-18,LYB,Lyondellbasell Industries NV Ordinary Shares Class A,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,40.56999969482422,52.18999862670898,0.286,59.36999893188477,0.463,66.54000091552734,0.64,74.30999755859375,0.832,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
990,2020-03-18,MET,"MetLife, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,28.18000030517578,33.060001373291016,0.173,33.419998168945305,0.186,37.31999969482422,0.324,38.22999954223633,0.357,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
991,2020-03-18,MGM,MGM Resorts International,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,7.139999866485597,14.079999923706055,0.972,15.3100004196167,1.144,18.209999084472656,1.55,22.729999542236328,2.183,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
992,2020-03-31,NHI,"National Health Investors, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1585627200,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,49.52000045776367,55.06000137329102,0.112,56.70000076293945,0.145,61.33000183105469,0.238,59.75,0.207,2584.590087890625,2912.429931640625,0.127,3055.72998046875,0.182,3130.010009765625,0.211,3298.4599609375,0.276
993,2020-03-18,NATI,National Instruments Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,21.270000457763672,37.060001373291016,0.742,37.20000076293945,0.749,38.77000045776367,0.823,35.86999893188477,0.686,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
994,2020-03-18,NWL,Newell Brands Inc.,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,12.15999984741211,12.859999656677244,0.058,12.65999984741211,0.041,15.869999885559082,0.305,17.450000762939453,0.435,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
995,2020-03-18,NWSA,News Corporation - Class A,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,9.880000114440918,8.899999618530273,-0.099,11.15999984741211,0.13,11.859999656677244,0.2,15.0600004196167,0.524,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
996,2020-03-18,NWS,News Corporation - Class B,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,9.15999984741211,9.170000076293944,0.001,11.279999732971193,0.231,11.880000114440918,0.297,15.050000190734865,0.643,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
997,2020-03-12,NKE,"Nike, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1583985600,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,74.19999694824219,84.45999908447266,0.138,88.26000213623047,0.189,97.83999633789062,0.319,112.4000015258789,0.515,2480.639892578125,2761.6298828125,0.113,2870.1201171875,0.157,3066.590087890625,0.236,3426.9599609375,0.381
998,2020-03-18,NTRS,Northern Trust Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,66.18000030517578,80.0,0.209,75.94000244140625,0.147,82.66000366210938,0.249,79.8499984741211,0.207,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
999,2020-03-17,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584417600,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,10.029999732971193,11.350000381469727,0.132,10.920000076293944,0.089,19.309999465942386,0.925,17.510000228881836,0.746,2529.18994140625,2799.550048828125,0.107,2863.699951171875,0.132,3115.340087890625,0.232,3340.969970703125,0.321
1000,2020-03-18,NUE,Nucor Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,29.35000038146973,37.33000183105469,0.272,40.86000061035156,0.392,42.70000076293945,0.455,45.93000030517578,0.565,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1001,2020-03-30,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Gilbert Cisneros,1585540800,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,265.58999633789057,298.4599914550781,0.124,355.0199890136719,0.337,381.20001220703125,0.435,514.9500122070311,0.939,2626.64990234375,2939.510009765625,0.119,3044.31005859375,0.159,3115.860107421875,0.186,3298.4599609375,0.256
1002,2020-03-18,ORCL,Oracle Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,47.27000045776367,54.61999893188477,0.155,53.1500015258789,0.124,54.4000015258789,0.151,57.0,0.206,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1003,2020-03-18,PAYX,"Paychex, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,63.29999923706055,67.5,0.066,66.33000183105469,0.048,73.97000122070312,0.169,74.98999786376953,0.185,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1004,2020-03-10,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1583812800,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,15.199999809265135,11.329999923706055,-0.255,11.350000381469727,-0.253,14.15999984741211,-0.068,13.31999969482422,-0.124,2882.22998046875,2749.97998046875,-0.046,2929.800048828125,0.017,3002.10009765625,0.042,3426.9599609375,0.189
1005,2020-03-18,PEP,"Pepsico, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,120.91999816894531,137.55000305175778,0.138,135.52000427246094,0.121,131.27999877929688,0.086,135.80999755859378,0.123,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1006,2020-03-18,PRGO,Perrigo Company plc Ordinary Shares,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,45.1500015258789,51.86999893188477,0.149,54.959999084472656,0.217,54.86999893188477,0.215,48.61999893188477,0.077,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1007,2020-03-26,PLNT,"Planet Fitness, Inc.",sale_full,"$15,001 - $50,000",Gilbert Cisneros,1585195200,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,52.38000106811523,62.43999862670898,0.192,65.16999816894531,0.244,59.52000045776367,0.136,56.099998474121094,0.071,2630.070068359375,2878.47998046875,0.094,3036.1298828125,0.154,3053.239990234375,0.161,3281.06005859375,0.248
1008,2020-03-18,PNC,"PNC Financial Services Group, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,87.52999877929688,101.5,0.16,104.05999755859376,0.189,108.2300033569336,0.236,110.75,0.265,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1009,2020-03-18,PPL,PPL Corporation,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,22.809999465942386,26.38999938964844,0.157,26.1299991607666,0.146,26.0,0.14,27.53000068664551,0.207,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1010,2020-03-18,PFG,Principal Financial Group Inc,sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,27.209999084472656,30.540000915527344,0.122,36.77000045776367,0.351,42.16999816894531,0.55,41.06999969482422,0.509,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1011,2020-03-18,PGR,Progressive Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,72.1500015258789,82.5,0.143,76.62000274658203,0.062,80.98999786376953,0.123,94.9800033569336,0.316,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1012,2020-03-18,PRU,"Prudential Financial, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,46.18000030517578,56.599998474121094,0.226,57.11999893188477,0.237,63.09000015258789,0.366,68.12000274658203,0.475,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1013,2020-03-10,QDEL,Quidel Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1583812800,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,80.93000030517578,93.69000244140624,0.158,158.60000610351562,0.96,158.3699951171875,0.957,154.41000366210938,0.908,2882.22998046875,2749.97998046875,-0.046,2929.800048828125,0.017,3002.10009765625,0.042,3426.9599609375,0.189
1014,2020-03-10,RPD,"Rapid7, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1583812800,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,42.41999816894531,39.77999877929688,-0.062,48.77999877929688,0.15,47.040000915527344,0.109,61.25,0.444,2882.22998046875,2749.97998046875,-0.046,2929.800048828125,0.017,3002.10009765625,0.042,3426.9599609375,0.189
1015,2020-03-18,ROP,"Roper Technologies, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,287.2699890136719,321.9700012207031,0.121,366.3399963378906,0.275,390.55999755859375,0.36,399.6000061035156,0.391,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1016,2020-03-18,RCL,Royal Caribbean Cruises Ltd.,purchase,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,22.32999992370605,37.38999938964844,0.674,43.70000076293945,0.957,55.27000045776367,1.475,69.33999633789061,2.105,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1017,2020-04-02,SEE,Sealed air Corporation,purchase,"$1,001 - $15,000",Gilbert Cisneros,1585800000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,24.35000038146973,27.209999084472656,0.117,33.61999893188477,0.381,33.459999084472656,0.374,37.88999938964844,0.556,2526.89990234375,2842.739990234375,0.125,3122.8701171875,0.236,3145.320068359375,0.245,3351.60009765625,0.326
1018,2020-03-18,NOW,"ServiceNow, Inc.",sale_partial,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,278.16000366210943,299.5899963378906,0.077,374.8699951171875,0.348,399.8699951171875,0.438,445.8999938964844,0.603,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1019,2020-03-26,SHW,Sherwin-Williams Company,purchase,"$15,001 - $50,000",Gilbert Cisneros,1585195200,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,155.3800048828125,170.48666381835938,0.097,194.2866668701172,0.25,188.6666717529297,0.214,227.6100006103516,0.465,2630.070068359375,2878.47998046875,0.094,3036.1298828125,0.154,3053.239990234375,0.161,3281.06005859375,0.248
1020,2020-03-18,SPG,"Simon Property Group, Inc.",sale_full,"$1,001 - $15,000",Gilbert Cisneros,1584504000,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,44.91999816894531,56.11999893188477,0.249,56.90999984741211,0.267,67.12000274658203,0.494,64.15000152587889,0.428,2398.10009765625,2874.56005859375,0.199,2953.909912109375,0.232,3097.739990234375,0.292,3340.969970703125,0.393
1021,2020-03-24,SITE,"Siteone Landscape Supply, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1585022400,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,65.97000122070311,73.61000061035156,0.116,97.0,0.47,108.0,0.637,114.3499984741211,0.733,2447.330078125,2797.800048828125,0.143,2955.449951171875,0.208,3083.760009765625,0.26,3319.469970703125,0.356
1022,2020-03-31,STAG,"Stag Industrial, Inc.",purchase,"$1,001 - $15,000",Gilbert Cisneros,1585627200,California,Democratic,0,2,2,$4370133,$361343,8.27%,Raised over $100k,22.520000457763672,26.25,0.166,27.040000915527344,0.201,29.899999618530273,0.328,30.059999465942386,0.335,2584.590087890625,2912.429931640625,0.127,3055.72998046875,0.182,3130.010009765625,0.211,3298.4599609375,0.276
